date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:26:35	10946/10946	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2012%20Mar%202021%2014:01:21%20GMT	http://afia-competitions.fr/wp-content/plugins/contact-form-7/includes/js/index.js?ver=5.4	/home/kodizh/mennadou/httrack/afia-competitions/web/images/index91d5.js	(from http://afia-competitions.fr/)
22:26:36	5629/5629	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2012%20Mar%202021%2013:59:22%20GMT	http://afia-competitions.fr/wp-includes/js/imagesloaded.min.js?ver=4.1.4	/home/kodizh/mennadou/httrack/afia-competitions/web/images/imagesloaded.mineda1.js	(from http://afia-competitions.fr/)
22:26:37	19869/19869	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2018%20Dec%202020%2014:06:19%20GMT	http://afia-competitions.fr/wp-content/themes/oceanwp/assets/js/third/magnific-popup.min.js?ver=2.0.2	/home/kodizh/mennadou/httrack/afia-competitions/web/images/magnific-popup.min4c56.js	(from http://afia-competitions.fr/)
22:26:38	1243/1243	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2018%20Dec%202020%2014:06:19%20GMT	http://afia-competitions.fr/wp-content/themes/oceanwp/assets/js/third/lightbox.min.js?ver=2.0.2	/home/kodizh/mennadou/httrack/afia-competitions/web/images/lightbox.min4c56.js	(from http://afia-competitions.fr/)
22:26:41	124238/124238	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2018%20Dec%202020%2014:06:19%20GMT	http://afia-competitions.fr/wp-content/themes/oceanwp/assets/js/main.min.js?ver=2.0.2	/home/kodizh/mennadou/httrack/afia-competitions/web/images/main.min4c56.js	(from http://afia-competitions.fr/)
22:26:41	1175/1175	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2023%20Apr%202019%2017:10:59%20GMT	http://afia-competitions.fr/wp-content/plugins/ocean-extra/includes/widgets/js/mailchimp.min.js?ver=5.7.3	/home/kodizh/mennadou/httrack/afia-competitions/web/images/mailchimp.min76f3.js	(from http://afia-competitions.fr/)
22:26:41	884/884	---MC-	200	added ('OK')	text/javascript	date:Fri,%2029%20Oct%202021%2020:26:41%20GMT	https://www.google.com/recaptcha/api.js?render=6Ldy0IUaAAAAAAK2_AQM-9Wl4sPZMH3NFRn-UfLZ&ver=3.0	/home/kodizh/mennadou/httrack/afia-competitions/web/images/apif4ec.js	(from http://afia-competitions.fr/)
22:26:42	3723/3723	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2012%20Mar%202021%2014:01:22%20GMT	http://afia-competitions.fr/wp-content/plugins/contact-form-7/modules/recaptcha/index.js?ver=5.4	/home/kodizh/mennadou/httrack/afia-competitions/web/images/index91d5-2.js	(from http://afia-competitions.fr/)
22:26:43	1426/1426	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2012%20Mar%202021%2013:59:22%20GMT	http://afia-competitions.fr/wp-includes/js/wp-embed.min.js?ver=5.7.3	/home/kodizh/mennadou/httrack/afia-competitions/web/images/wp-embed.min76f3.js	(from http://afia-competitions.fr/)
22:26:44	4626/4626	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2012%20Mar%202021%2014:01:27%20GMT	http://afia-competitions.fr/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=3.1.4	/home/kodizh/mennadou/httrack/afia-competitions/web/images/webpack.runtime.minaeb9.js	(from http://afia-competitions.fr/)
22:26:45	64914/64914	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2012%20Mar%202021%2014:01:27%20GMT	http://afia-competitions.fr/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=3.1.4	/home/kodizh/mennadou/httrack/afia-competitions/web/images/frontend-modules.minaeb9.js	(from http://afia-competitions.fr/)
22:26:47	20787/20787	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2015%20Apr%202021%2004:57:25%20GMT	http://afia-competitions.fr/wp-includes/js/jquery/ui/core.min.js?ver=1.12.1	/home/kodizh/mennadou/httrack/afia-competitions/web/images/core.min35d0.js	(from http://afia-competitions.fr/)
22:26:47	10863/10863	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2012%20Mar%202021%2014:01:27%20GMT	http://afia-competitions.fr/wp-content/plugins/elementor/assets/lib/dialog/dialog.min.js?ver=4.8.1	/home/kodizh/mennadou/httrack/afia-competitions/web/images/dialog.mina288.js	(from http://afia-competitions.fr/)
22:26:48	12198/12198	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2012%20Mar%202021%2014:01:27%20GMT	http://afia-competitions.fr/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min.js?ver=4.0.2	/home/kodizh/mennadou/httrack/afia-competitions/web/images/waypoints.min05da.js	(from http://afia-competitions.fr/)
22:26:49	2578/2578	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2012%20Mar%202021%2014:01:27%20GMT	http://afia-competitions.fr/wp-content/plugins/elementor/assets/lib/share-link/share-link.min.js?ver=3.1.4	/home/kodizh/mennadou/httrack/afia-competitions/web/images/share-link.minaeb9.js	(from http://afia-competitions.fr/)
22:26:52	139153/139153	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2012%20Mar%202021%2014:01:27%20GMT	http://afia-competitions.fr/wp-content/plugins/elementor/assets/lib/swiper/swiper.min.js?ver=5.3.6	/home/kodizh/mennadou/httrack/afia-competitions/web/images/swiper.min48f5.js	(from http://afia-competitions.fr/)
22:26:54	38029/38029	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2012%20Mar%202021%2014:01:27%20GMT	http://afia-competitions.fr/wp-content/plugins/elementor/assets/js/preloaded-elements-handlers.min.js?ver=3.1.4	/home/kodizh/mennadou/httrack/afia-competitions/web/images/preloaded-elements-handlers.minaeb9.js	(from http://afia-competitions.fr/)
